,prime,target,target.RT,target_freq,bin,bin_index,mean_freq
160,always,lettuce,836.9,3.630780547701014,"(2.7542287033381663, 5.011872336272725]",q1,3.8830505198054457
161,amateur,beginner,697.625,3.311311214825911,"(2.7542287033381663, 5.011872336272725]",q1,3.8830505198054457
162,amateur,company,664.71875,398.1071705534969,"(295.1209226666384, 18620.871366628657]",q17,9457.996144647648
163,amaze,all,665.84375,3311.311214825908,"(295.1209226666384, 18620.871366628657]",q17,9457.996144647648
164,amaze,wonder,732.9032258064516,85.11380382023759,"(70.79457843841374, 87.09635899560814]",q12,78.94546871701094
165,ambition,goal,643.6666666666666,114.81536214968817,"(112.2018454301963, 144.5439770745928]",q14,128.37291125239454
166,ambition,talking,699.258064516129,194.98445997580455,"(144.5439770745928, 199.52623149688787]",q15,172.03510428574032
167,ambulance,emergency,647.6666666666666,52.48074602497723,"(46.77351412871981, 56.23413251903491]",q10,51.503823323877356
168,ambulance,scissors,747.1290322580645,3.801893963205613,"(2.7542287033381663, 5.011872336272725]",q1,3.8830505198054457
169,american,flag,607.5483870967741,38.018939632056124,"(37.15352290971728, 46.77351412871981]",q9,41.963518519218546
170,american,grandma,801.7096774193549,12.88249551693135,"(10.0, 13.182567385564074]",q4,11.591283692782037
171,amount,lot,664.46875,407.380277804113,"(295.1209226666384, 18620.871366628657]",q17,9457.996144647648
172,amount,past,607.2258064516129,229.08676527677747,"(199.52623149688787, 295.1209226666384]",q16,247.32357708176315
173,amp,electricity,709.4516129032259,26.91534803926914,"(23.9883291901949, 29.51209226666384]",q7,26.75021072842937
174,amp,poetry,800.2413793103449,25.11886431509582,"(23.9883291901949, 29.51209226666384]",q7,26.75021072842937
175,amuse,beer,557.0,50.11872336272725,"(46.77351412871981, 56.23413251903491]",q10,51.503823323877356
176,amuse,joke,587.28125,47.863009232263806,"(46.77351412871981, 56.23413251903491]",q10,51.503823323877356
177,analysis,data,709.4333333333333,218.77616239495518,"(199.52623149688787, 295.1209226666384]",q16,247.32357708176315
178,analysis,mom,607.53125,131.82567385564073,"(112.2018454301963, 144.5439770745928]",q14,128.37291125239454
179,anarchy,chaos,794.4333333333333,18.620871366628656,"(17.78279410038923, 23.9883291901949]",q6,20.885561645292064
180,anarchy,worm,776.34375,5.88843655355589,"(5.011872336272725, 7.244359600749899]",q2,6.128115968511311
181,ancestor,minus,728.8275862068965,10.0,"(7.244359600749899, 10.0]",q3,8.62217980037495
182,ancestor,relative,692.40625,30.199517204020193,"(29.51209226666384, 37.15352290971728]",q8,33.33280758819056
183,ancient,modern,642.125,117.48975549395303,"(112.2018454301963, 144.5439770745928]",q14,128.37291125239454
184,ancient,sight,645.6206896551724,34.673685045253166,"(29.51209226666384, 37.15352290971728]",q8,33.33280758819056
185,angel,fashion,732.0625,66.06934480075964,"(56.23413251903491, 70.79457843841374]",q11,63.514355478724326
186,angel,heaven,547.6333333333333,38.018939632056124,"(37.15352290971728, 46.77351412871981]",q9,41.963518519218546
187,angle,geometry,678.6,7.585775750291836,"(7.244359600749899, 10.0]",q3,8.62217980037495
188,angle,once,632.4848484848485,338.84415613920277,"(295.1209226666384, 18620.871366628657]",q17,9457.996144647648
189,angry,gamble,707.0,6.165950018614822,"(5.011872336272725, 7.244359600749899]",q2,6.128115968511311
190,angry,sad,554.6129032258065,69.18309709189363,"(56.23413251903491, 70.79457843841374]",q11,63.514355478724326
191,animal,bear,761.3548387096774,51.28613839913648,"(46.77351412871981, 56.23413251903491]",q10,51.503823323877356
