Unnamed: 0,prime,target,target.RT,avg_neigh_cos
1095,clarify,tape,642.90625,0.41947368421052633
1096,clarinet,flute,675.0,0.5826315789473684
1097,clarinet,soft,601.2413793103449,0.5826315789473684
1098,claw,cat,647.0322580645161,0.3821052631578947
1099,claw,glue,710.0,0.3821052631578947
1100,clean,blood,621.1212121212121,0.5326315789473685
1101,clean,dirty,622.2903225806451,0.5326315789473685
1102,cleaner,maid,716.6333333333333,0.43052631578947365
1103,cleaner,nice,704.7,0.43052631578947365
1104,cleaning,dust,597.1935483870968,0.4942105263157895
1105,cleaning,harvest,768.5806451612904,0.4942105263157895
1106,clear,cloudy,697.1612903225806,0.4263157894736842
1107,clear,ski,591.6875,0.4263157894736842
1108,clench,bed,584.625,0.5063157894736843
1109,clench,tighten,754.8064516129032,0.5063157894736843
1110,clerk,metal,647.6363636363636,0.4189473684210526
1111,clerk,person,586.5483870967741,0.4189473684210526
1112,clever,fad,872.421052631579,0.49157894736842106
1113,clever,stupid,644.71875,0.49157894736842106
1114,click,mouse,619.6451612903226,0.39
1115,click,whole,675.7878787878788,0.39
1116,cliff,angel,627.0,0.4152631578947369
1117,cliff,ledge,665.6,0.4152631578947369
1118,climate,none,728.09375,0.4594736842105263
1119,climate,weather,609.1935483870968,0.4594736842105263
1120,climax,florida,707.6363636363636,0.4247368421052632
1121,climax,orgasm,800.6774193548387,0.4247368421052632
1124,cloak,dagger,727.2758620689655,0.4542105263157895
1125,cloak,temple,738.34375,0.4542105263157895
1126,clockwise,bad,728.0625,0.39789473684210525
1127,clockwise,direction,619.0,0.39789473684210525
1128,clog,ass,693.9677419354839,0.298421052631579
1129,clog,drain,711.28125,0.298421052631579
1132,close,near,578.1875,0.48157894736842105
1133,close,priest,817.7037037037037,0.48157894736842105
1136,cloth,camp,683.8666666666667,0.5
1137,cloth,material,687.3666666666667,0.5
1138,clothes,wear,581.96875,0.5778947368421052
1139,clothes,world,587.6551724137931,0.5778947368421052
1140,cloud,second,665.9032258064516,0.4852631578947368
1141,cloud,sky,651.1,0.4852631578947368
1142,clown,funny,558.875,0.45210526315789473
1143,clown,unknown,652.15625,0.45210526315789473
1144,club,fraternity,819.9285714285714,0.4368421052631579
1145,club,tool,582.1935483870968,0.4368421052631579
1146,clumsy,important,703.9,0.45894736842105255
1147,clumsy,klutz,1152.888888888889,0.45894736842105255
1148,coach,jesus,687.483870967742,0.5236842105263158
1149,coach,team,608.8,0.5236842105263158
1150,coal,diamond,707.0322580645161,0.5005263157894737
1151,coal,wolf,690.1935483870968,0.5005263157894737
1152,coast,actor,585.060606060606,0.48157894736842105
1153,coast,beach,784.7666666666667,0.48157894736842105
1154,cob,magic,585.78125,0.35157894736842105
1155,cob,web,699.375,0.35157894736842105
1156,cobbler,american,744.6451612903226,0.4263157894736842
1157,cobbler,peach,687.71875,0.4263157894736842
1158,cobra,maze,798.3076923076923,0.3636842105263158
1159,cobra,snake,603.3225806451613,0.3636842105263158
1160,cobweb,bargain,852.516129032258,0.298421052631579
1161,cobweb,spider,645.0,0.298421052631579
1162,cocky,arrogant,779.1290322580645,0.46842105263157885
1163,cocky,wet,590.78125,0.46842105263157885
1164,cocoon,butterfly,622.71875,0.42105263157894735
1165,cocoon,spider,642.65625,0.42105263157894735
1166,cod,cans,706.1481481481482,0.48052631578947375
1167,cod,fish,673.0344827586207,0.48052631578947375
1168,code,politics,746.3448275862069,0.3778947368421052
1169,code,red,558.741935483871,0.3778947368421052
1170,coffee,life,644.7333333333333,0.5663157894736842
1171,coffee,tea,692.7666666666667,0.5663157894736842
1172,coffin,death,612.516129032258,0.47105263157894733
1173,coffin,decide,740.6666666666666,0.47105263157894733
1174,coke,pepsi,787.3548387096774,0.4784210526315789
1175,coke,thanks,718.7096774193549,0.4784210526315789
1176,cold,cover,751.8571428571429,0.538421052631579
1177,cold,snow,646.15625,0.538421052631579
1178,coleslaw,cabbage,728.3448275862069,0.6452631578947369
1179,coleslaw,mouse,666.6666666666666,0.6452631578947369
1180,collect,real,633.9333333333333,0.42894736842105263
1181,collect,stamp,692.5,0.42894736842105263
1182,college,journey,658.258064516129,0.51
1183,college,school,544.65625,0.51
1184,colonel,general,608.0,0.5621052631578948
1185,colonel,words,683.4375,0.5621052631578948
1186,colt,gun,595.0689655172414,0.4368421052631579
1187,colt,shovel,826.7142857142857,0.4368421052631579
1188,column,hallway,668.375,0.3694736842105263
1189,column,newspaper,744.1666666666666,0.3694736842105263
1190,combination,load,604.2903225806451,0.4031578947368421
1191,combination,mixture,848.4666666666667,0.4031578947368421
1192,combine,irregular,714.6666666666666,0.43842105263157893
1193,combine,join,642.34375,0.43842105263157893
1194,comedian,actor,616.65625,0.4947368421052632
1195,comedian,twelve,679.2258064516129,0.4947368421052632
1196,comedy,club,579.6129032258065,0.5178947368421053
1197,comedy,finger,677.1875,0.5178947368421053
1198,comet,planet,638.375,0.47421052631578947
1199,comet,test,612.3870967741935,0.47421052631578947
1200,comfortable,couch,716.258064516129,0.5147368421052632
1201,comfortable,wrong,594.6774193548387,0.5147368421052632
1202,comma,english,671.25,0.3931578947368421
1203,comma,refuse,744.3870967741935,0.3931578947368421
1204,command,fashion,690.483870967742,0.44842105263157894
1205,command,tell,640.3448275862069,0.44842105263157894
1206,commander,chief,600.9090909090909,0.5363157894736842
1207,commander,feel,700.4375,0.5363157894736842
1208,comment,talk,580.90625,0.3626315789473684
1209,comment,zone,624.3870967741935,0.3626315789473684
1210,committee,congress,724.4333333333333,0.4378947368421053
1211,committee,loud,604.3939393939394,0.4378947368421053
1212,common,grape,676.4333333333333,0.3778947368421052
1213,common,uncommon,786.7,0.3778947368421052
1214,communication,radio,617.96875,0.4226315789473684
1215,communication,why,679.741935483871,0.4226315789473684
1216,communist,answer,623.3548387096774,0.5636842105263158
1217,communist,russia,747.9655172413793,0.5636842105263158
1218,community,dependable,805.8,0.3621052631578947
1219,community,neighborhood,740.1612903225806,0.3621052631578947
1220,compact,disc,670.2333333333333,0.3589473684210526
1221,compact,two,648.15625,0.3589473684210526
1222,companion,ill,689.4642857142857,0.4047368421052632
1223,companion,partner,780.65625,0.4047368421052632
1224,compass,direction,623.3333333333334,0.42000000000000004
1225,compass,spring,634.21875,0.42000000000000004
1226,compassion,letters,701.3333333333334,0.5042105263157894
1227,compassion,sympathy,659.25,0.5042105263157894
1228,competence,capability,846.3666666666667,0.41
1229,competence,down,670.28125,0.41
1230,competition,bee,676.7096774193549,0.47421052631578947
1231,competition,sport,592.125,0.47421052631578947
1232,complain,grass,724.6451612903226,0.4463157894736842
1233,complain,whine,800.7777777777778,0.4463157894736842
1234,complete,destruction,725.875,0.38842105263157894
1235,complete,homework,664.1935483870968,0.38842105263157894
1236,complex,building,663.1,0.41789473684210526
1237,complex,mouth,585.2903225806451,0.41789473684210526
1238,complicated,simple,613.96875,0.5026315789473684
1239,complicated,team,672.6129032258065,0.5026315789473684
1240,compliment,brave,633.7272727272727,0.4326315789473685
1241,compliment,thanks,631.78125,0.4326315789473685
1242,component,apartment,723.3939393939394,0.3521052631578947
1243,component,part,685.6551724137931,0.3521052631578947
1246,compose,disagree,675.4,0.42894736842105263
1247,compose,gather,612.3214285714286,0.42894736842105263
1248,compound,jeans,608.7586206896551,0.44052631578947365
1249,compound,mixture,639.21875,0.44052631578947365
1250,compulsion,obsession,764.1612903225806,0.34157894736842104
1251,compulsion,uncommon,752.0,0.34157894736842104
1252,compute,calculate,705.875,0.45894736842105255
1253,compute,market,629.1333333333333,0.45894736842105255
1254,computer,disc,732.0689655172414,0.4542105263157894
1255,computer,poor,642.03125,0.4542105263157894
1256,con,artist,650.6129032258065,0.3642105263157895
1257,con,fun,643.03125,0.3642105263157895
1258,concentrate,vision,595.7,0.4421052631578948
1259,concentrate,wander,876.0384615384615,0.4421052631578948
1260,concept,belief,676.1,0.42368421052631583
1261,concept,puzzle,625.7575757575758,0.42368421052631583
1262,concern,worker,594.0689655172414,0.4173684210526316
1263,concern,worry,607.625,0.4173684210526316
1264,conclude,answer,666.4516129032259,0.39210526315789473
1265,conclude,street,687.5625,0.39210526315789473
1266,conclusion,ending,630.3939393939394,0.4136842105263158
1267,conclusion,smell,609.78125,0.4136842105263158
1268,condemn,accuse,741.9285714285714,0.4889473684210526
1269,condemn,bump,719.3214285714286,0.4889473684210526
1270,confidence,knowledge,704.0666666666667,0.4247368421052632
1271,condition,drunk,586.9375,0.4136842105263158
1272,condition,health,704.3870967741935,0.4136842105263158
1273,conditioner,football,591.0,0.4526315789473684
1274,conditioner,shampoo,675.09375,0.4526315789473684
1275,cone,cup,579.4333333333333,0.40578947368421053
1276,cone,women,603.7878787878788,0.40578947368421053
1277,conference,meeting,606.1612903225806,0.44789473684210523
1278,conference,picket,887.8,0.44789473684210523
1279,confess,alligator,808.7333333333333,0.508421052631579
1280,confess,guilty,637.0967741935484,0.508421052631579
1281,confidence,security,685.2903225806451,0.4247368421052632
1282,conflict,fight,616.7741935483871,0.4557894736842105
1283,conflict,tennis,614.3103448275862,0.4557894736842105
1284,confuse,misunderstand,827.5,0.44789473684210523
1285,confuse,sheets,646.7272727272727,0.44789473684210523
1286,confusion,highway,775.258064516129,0.4689473684210526
1287,confusion,lost,641.6774193548387,0.4689473684210526
1288,congress,cover,701.2962962962963,0.46
1289,congress,senate,713.3793103448276,0.46
1290,connect,dots,701.9032258064516,0.42947368421052634
1291,connect,hole,634.12,0.42947368421052634
1292,conquer,boxer,646.1724137931035,0.45105263157894737
1293,conquer,defeat,633.0666666666667,0.45105263157894737
1294,conquest,adventure,669.3225806451613,0.4131578947368421
1295,conquest,fries,715.71875,0.4131578947368421
1296,conscience,awake,665.21875,0.44263157894736843
1297,conscience,trip,698.8965517241379,0.44263157894736843
1298,conscious,aware,608.741935483871,0.42263157894736847
1299,conscious,rabbit,668.3225806451613,0.42263157894736847
1300,consequence,action,575.2903225806451,0.4557894736842105
1301,consequence,friend,563.96875,0.4557894736842105
1302,constitution,calculate,687.448275862069,0.4447368421052631
1303,constitution,rights,646.25,0.4447368421052631
1304,construct,bone,631.3125,0.41210526315789475
1305,construct,destroy,682.3225806451613,0.41210526315789475
1306,construction,build,619.71875,0.44684210526315793
1307,construction,climate,692.1612903225806,0.44684210526315793
1308,container,award,656.0967741935484,0.42526315789473684
1309,container,tupperware,810.7083333333334,0.42526315789473684
1310,contemporary,modern,670.125,0.47526315789473683
1311,contemporary,tan,609.2333333333333,0.47526315789473683
1312,content,book,551.5454545454545,0.3457894736842105
1313,content,egg,606.90625,0.3457894736842105
1314,contest,back,710.3,0.4526315789473684
1315,contest,winner,661.2,0.4526315789473684
1316,context,clue,571.6774193548387,0.4131578947368421
1317,context,need,673.3125,0.4131578947368421
1318,continent,africa,741.5806451612904,0.40894736842105267
1319,continent,bone,724.8148148148148,0.40894736842105267
1320,contract,agreement,680.8666666666667,0.43842105263157893
1321,contract,bat,626.3225806451613,0.43842105263157893
1322,contractor,builder,699.4516129032259,0.44684210526315793
1323,contractor,help,604.6774193548387,0.44684210526315793
1324,control,enter,716.9354838709677,0.4005263157894737
1325,control,power,614.0,0.4005263157894737
1326,convent,beginner,738.7575757575758,0.5157894736842106
1327,convent,nun,870.2222222222222,0.5157894736842106
1328,conversation,leather,678.1818181818181,0.4789473684210526
1329,conversation,speech,602.1333333333333,0.4789473684210526
1330,convict,killer,579.4375,0.4594736842105263
1331,convict,more,720.060606060606,0.4594736842105263
1332,convince,comfortable,690.4193548387096,0.5142105263157895
1333,convince,persuade,715.5862068965517,0.5142105263157895
1334,cook,arrogant,713.3076923076923,0.5452631578947369
1335,cook,raw,606.258064516129,0.5452631578947369
1336,cookbook,novel,680.7931034482758,0.39052631578947367
1337,cookbook,recipe,690.96875,0.39052631578947367
1338,cool,air,599.3870967741935,0.5994736842105264
1339,cool,lake,605.1935483870968,0.5994736842105264
1340,cooler,bitch,672.7741935483871,0.46842105263157896
1341,cooler,wine,586.09375,0.46842105263157896
1342,cop,again,678.03125,0.5736842105263158
1343,cop,ticket,634.5,0.5736842105263158
1344,copier,machine,767.7666666666667,0.458421052631579
1345,copier,whine,774.48,0.458421052631579
1346,copper,land,628.6774193548387,0.4863157894736842
1347,copper,penny,642.7096774193549,0.4863157894736842
1348,copy,machine,666.84375,0.40631578947368424
1349,copy,thumb,660.1,0.40631578947368424
1350,coral,reef,732.7,0.47368421052631576
1351,coral,washington,695.3666666666667,0.47368421052631576
1352,cord,dance,659.6333333333333,0.4173684210526316
1353,cord,telephone,576.59375,0.4173684210526316
1354,core,early,571.2258064516129,0.3521052631578947
1355,core,middle,679.53125,0.3521052631578947
1356,cork,board,695.5,0.3468421052631579
1357,cork,states,712.9032258064516,0.3468421052631579
1360,corporal,army,579.8387096774194,0.5273684210526316
1361,corporal,princess,681.741935483871,0.5273684210526316
1362,corporation,business,660.5151515151515,0.39473684210526316
1363,corporation,lamb,641.1,0.39473684210526316
1364,corpse,dead,570.5483870967741,0.508421052631579
1365,corpse,not,602.7777777777778,0.508421052631579
1366,correct,owner,684.516129032258,0.4010526315789474
1367,correct,wrong,610.3225806451613,0.4010526315789474
1368,corridor,evidence,840.3793103448276,0.42684210526315786
1369,corridor,hall,569.3125,0.42684210526315786
1370,costume,clothes,693.4375,0.5147368421052632
1371,costume,string,688.6774193548387,0.5147368421052632
1372,cotton,state,682.28125,0.47631578947368414
1373,cotton,wool,603.4333333333333,0.47631578947368414
1374,couch,relax,620.6206896551724,0.471578947368421
1375,couch,ring,656.9375,0.471578947368421
1376,cougar,lion,629.4516129032259,0.4489473684210526
1377,cougar,remember,600.7,0.4489473684210526
1378,cough,cold,651.3939393939394,0.48315789473684206
1379,cough,now,659.7096774193549,0.48315789473684206
1380,country,quick,685.6774193548387,0.44263157894736843
1381,country,usa,737.7777777777778,0.44263157894736843
1382,county,city,591.0967741935484,0.3973684210526316
1383,county,shower,593.375,0.3973684210526316
1384,couple,christmas,737.7575757575758,0.5684210526315789
1385,couple,date,597.3636363636364,0.5684210526315789
1386,courage,bravery,610.59375,0.5447368421052632
1387,courage,quick,695.2258064516129,0.5447368421052632
1388,courageous,dumb,698.6875,0.4773684210526316
1389,courageous,superman,710.2222222222222,0.4773684210526316
1390,court,judge,576.4193548387096,0.5405263157894736
1391,court,spread,692.34375,0.5405263157894736
1392,cousin,nephew,672.5172413793103,0.5515789473684211
1393,cousin,reptile,699.96,0.5515789473684211
1394,cover,girlfriend,779.03125,0.41052631578947374
1395,cover,lid,682.4666666666667,0.41052631578947374
1396,covered,football,601.6774193548387,0.4410526315789474
1397,covered,sheets,602.516129032258,0.4410526315789474
1398,coward,river,610.2903225806451,0.48
1399,coward,wimp,784.3846153846154,0.48
1400,cowboy,boots,608.8,0.4542105263157894
1401,cowboy,fly,575.3103448275862,0.4542105263157894
1402,cowgirl,cowboy,671.1875,0.5210526315789474
1403,cowgirl,rhyme,824.4782608695652,0.5210526315789474
1404,coyote,hidden,682.3870967741935,0.40263157894736845
1405,coyote,wolf,583.8709677419355,0.40263157894736845
1406,cozy,comfortable,706.7096774193549,0.4531578947368421
1407,cozy,yellow,575.2,0.4531578947368421
1408,crab,lobster,569.40625,0.5121052631578947
1409,crab,scared,756.6774193548387,0.5121052631578947
1410,crack,cocaine,910.8064516129032,0.43210526315789477
1411,crack,situation,716.5806451612904,0.43210526315789477
1412,cradle,cuddle,778.6666666666666,0.3136842105263158
1413,cradle,stress,620.4242424242424,0.3136842105263158
1414,craft,in,683.5862068965517,0.4068421052631579
1415,craft,trade,604.7,0.4068421052631579
1418,crane,constructio,695.1875,0.35947368421052633
1419,crane,go,621.65625,0.35947368421052633
1420,crater,hell,770.9,0.45210526315789473
1421,crater,zit,882.2083333333334,0.45210526315789473
1422,crave,hunger,613.8787878787879,0.4189473684210526
1423,crave,walk,638.875,0.4189473684210526
1424,crawl,snail,676.2857142857143,0.428421052631579
1425,crawl,sting,709.1290322580645,0.428421052631579
1428,crazy,insane,717.2258064516129,0.6115789473684211
1429,crazy,letter,632.0625,0.6115789473684211
1430,cream,line,685.0689655172414,0.4863157894736842
1431,cream,milk,628.90625,0.4863157894736842
1432,crease,fold,753.46875,0.4515789473684211
1433,crease,indoors,638.2758620689655,0.4515789473684211
1434,create,make,611.9677419354839,0.4531578947368421
1435,create,mine,701.4827586206897,0.4531578947368421
1436,creation,make,573.84375,0.4168421052631579
1437,creation,waiter,666.2068965517242,0.4168421052631579
1438,creative,mind,638.65625,0.44263157894736843
1439,creative,shower,665.8387096774194,0.44263157894736843
1440,creator,builder,689.4,0.43105263157894735
1441,creator,food,583.1666666666666,0.43105263157894735
1442,creature,dinosaur,640.8,0.48473684210526313
1443,creature,religion,838.483870967742,0.48473684210526313
1444,credit,card,574.1333333333333,0.43578947368421056
1445,credit,decision,719.3666666666667,0.43578947368421056
1446,crescent,goose,649.8928571428571,0.33157894736842103
1447,crescent,moon,625.03125,0.33157894736842103
1448,crevice,crack,766.8387096774194,0.4784210526315789
1449,crevice,silk,654.0689655172414,0.4784210526315789
1450,crew,start,677.483870967742,0.49000000000000005
1451,crew,team,656.40625,0.49000000000000005
1452,cricket,better,612.28125,0.5110526315789474
1453,cricket,bug,658.96875,0.5110526315789474
1454,crisis,hand,655.0,0.4447368421052631
1455,crisis,stress,695.9333333333333,0.4447368421052631
1456,crisp,crunchy,724.9354838709677,0.4036842105263158
1457,crisp,zoo,654.2333333333333,0.4036842105263158
1458,criterion,compact,804.5333333333333,0.3889473684210526
1459,criterion,schedule,633.0333333333333,0.3889473684210526
1460,critical,dangerous,716.53125,0.3426315789473684
1461,critical,look,630.2727272727273,0.3426315789473684
1462,criticize,argue,670.7741935483871,0.43
1463,criticize,fail,607.4516129032259,0.43
1464,crochet,knit,768.5357142857143,0.506842105263158
1465,crochet,sex,673.7272727272727,0.506842105263158
1466,crocodile,alligator,638.4,0.38842105263157894
1467,crocodile,mall,644.4,0.38842105263157894
1468,crook,staff,658.1724137931035,0.36105263157894735
1469,crook,thief,609.1935483870968,0.36105263157894735
1472,cross,ass,704.75,0.3678947368421052
1473,cross,street,672.5,0.3678947368421052
1474,crowd,mob,690.6785714285714,0.5068421052631579
1475,crowd,radio,730.2758620689655,0.5068421052631579
1476,crude,disgusting,846.84375,0.36684210526315786
1477,crude,nose,713.7,0.36684210526315786
1478,crunch,ball,631.9375,0.36315789473684207
1479,crunch,crackle,812.0344827586207,0.36315789473684207
1480,crunchy,foresight,844.741935483871,0.5494736842105263
1481,crunchy,nut,611.9354838709677,0.5494736842105263
1482,crush,smash,644.625,0.4310526315789474
1483,crush,speech,728.5172413793103,0.4310526315789474
1484,crust,beginner,699.9354838709677,0.4594736842105263
1485,crust,pizza,579.28125,0.4594736842105263
1486,crutch,leg,562.483870967742,0.38526315789473686
1487,crutch,reason,726.8125,0.38526315789473686
1488,cry,calm,668.3703703703703,0.5668421052631579
1489,cry,tears,636.625,0.5668421052631579
1490,crystal,clear,646.6969696969697,0.40263157894736845
1491,crystal,cuddle,829.6071428571429,0.40263157894736845
1492,cub,bear,695.34375,0.4052631578947368
1493,cub,hospital,671.7096774193549,0.4052631578947368
1494,cucumber,pickles,762.7,0.48052631578947363
1495,cucumber,tea,568.1515151515151,0.48052631578947363
1496,cuddle,boy,592.1612903225806,0.4757894736842105
1497,cuddle,weak,583.2333333333333,0.4757894736842105
1498,cue,hint,737.6129032258065,0.39631578947368423
1499,cue,tell,626.483870967742,0.39631578947368423
1500,cuff,business,652.6206896551724,0.40263157894736845
1501,cuff,pants,626.8387096774194,0.40263157894736845
1502,culture,question,676.0625,0.4273684210526316
1503,culture,society,630.1612903225806,0.4273684210526316
1504,cup,horn,743.8,0.48473684210526313
1505,cup,saucer,679.9354838709677,0.48473684210526313
1506,cupboard,cans,717.3448275862069,0.47
1507,cupboard,pull,643.4,0.47
1508,cure,abandon,749.1111111111111,0.4784210526315789
1509,cure,help,539.0333333333333,0.4784210526315789
1510,curiosity,knowledge,710.2903225806451,0.4436842105263158
1511,curiosity,work,634.4193548387096,0.4436842105263158
1512,curious,george,685.3,0.5047368421052632
1513,curious,sandwich,688.1379310344828,0.5047368421052632
1514,curse,storm,611.9375,0.47789473684210526
1515,curse,swear,589.9032258064516,0.47789473684210526
1516,cursive,drop,694.3448275862069,0.49157894736842106
1517,cursive,writing,606.21875,0.49157894736842106
1520,curve,beat,742.34375,0.40263157894736845
1521,curve,straight,654.060606060606,0.40263157894736845
1522,curved,novel,662.3870967741935,0.5294736842105263
1523,curved,road,672.53125,0.5294736842105263
1524,cushion,couch,593.8666666666667,0.45210526315789473
1525,cushion,hurry,627.2,0.45210526315789473
1526,cuss,alive,621.6551724137931,0.4163157894736842
1527,cuss,swear,657.5,0.4163157894736842
1528,custard,pudding,644.8709677419355,0.4757894736842105
1529,custard,race,631.5333333333333,0.4757894736842105
1530,customer,service,658.15625,0.3978947368421053
1531,customer,six,662.78125,0.3978947368421053
1532,cut,blood,596.6451612903226,0.4689473684210526
1533,cut,strength,624.8064516129032,0.4689473684210526
1534,cyclone,cautious,853.46875,0.4063157894736842
1535,cyclone,tornado,636.0625,0.4063157894736842
1536,cylinder,floor,635.90625,0.49684210526315786
1537,cylinder,round,645.9354838709677,0.49684210526315786
1538,dad,mom,607.5625,0.6526315789473685
1539,dad,waiter,714.7857142857143,0.6526315789473685
1540,dagger,perfect,643.5454545454545,0.431578947368421
1541,dagger,sword,604.2903225806451,0.431578947368421
1542,daily,blood,638.3333333333334,0.3968421052631579
1543,daily,monthly,737.2,0.3968421052631579
1544,dairy,belt,630.9375,0.45526315789473687
1545,dairy,milk,620.483870967742,0.45526315789473687
1546,damage,destruction,770.15625,0.4489473684210526
1547,damage,hitchhike,1063.1538461538462,0.4489473684210526
1548,damn,it,672.0625,0.67
1549,damn,yours,613.6666666666666,0.67
1550,dandelion,destroy,726.7741935483871,0.48315789473684206
1551,dandelion,yellow,587.6129032258065,0.48315789473684206
1552,dandruff,flakes,800.75,0.5189473684210526
1553,dandruff,workout,732.1612903225806,0.5189473684210526
1554,danger,scary,597.3214285714286,0.47368421052631576
1555,danger,vein,761.6923076923077,0.47368421052631576
1556,dangerous,pizza,574.4375,0.4905263157894737
1557,dangerous,safe,600.8125,0.4905263157894737
1558,daring,brave,589.96875,0.47421052631578947
1559,daring,ghost,623.25,0.47421052631578947
1560,dark,bracelet,850.6551724137931,0.5031578947368421
1561,dark,cold,619.8666666666667,0.5031578947368421
1562,darkness,arms,712.5333333333333,0.5052631578947369
1563,darkness,scared,707.7666666666667,0.5052631578947369
1564,dart,different,599.5806451612904,0.3463157894736842
1565,dart,throw,581.8666666666667,0.3463157894736842
1566,data,base,643.5625,0.4221052631578947
1567,data,lunch,603.34375,0.4221052631578947
1568,date,raw,642.3103448275862,0.4352631578947368
1569,date,time,640.53125,0.4352631578947368
1570,daughter,quack,919.84,0.6247368421052633
1571,daughter,son,660.03125,0.6247368421052633
1572,dawn,dusk,594.625,0.4621052631578947
1573,dawn,forgive,666.030303030303,0.4621052631578947
1574,dead,alive,607.4333333333333,0.5478947368421053
1575,dead,lobster,709.1515151515151,0.5478947368421053
1576,deadly,poison,648.40625,0.4336842105263158
1577,deadly,salt,676.3225806451613,0.4336842105263158
1578,deaf,grill,681.3636363636364,0.4626315789473684
1579,deaf,what,675.0967741935484,0.4626315789473684
1580,deal,bother,769.75,0.5205263157894737
1581,deal,cards,591.5625,0.5205263157894737
1582,death,cabin,606.0967741935484,0.46684210526315784
1583,death,life,530.2758620689655,0.46684210526315784
1584,debate,argue,685.5666666666667,0.41789473684210526
1585,debate,president,626.0333333333333,0.41789473684210526
1586,decay,purpose,643.5151515151515,0.4010526315789474
1587,decay,rot,695.6,0.4010526315789474
1588,deceit,spit,700.6551724137931,0.4868421052631579
1589,deceit,trick,684.125,0.4868421052631579
1590,decency,manners,696.5714285714286,0.4221052631578947
1591,decency,map,623.1666666666666,0.4221052631578947
1592,deception,cliff,728.9285714285714,0.4557894736842105
1593,deception,honesty,616.3030303030303,0.4557894736842105
1594,decide,amount,700.25,0.52
1595,decide,choice,679.78125,0.52
1596,decision,cabbage,710.1851851851852,0.4257894736842105
1597,decision,decide,644.9375,0.4257894736842105
1598,decompose,decay,734.5483870967741,0.4489473684210527
1599,decompose,large,587.0322580645161,0.4489473684210527
1600,decoration,christmas,694.9354838709677,0.39052631578947367
1601,decoration,father,671.375,0.39052631578947367
1602,decrease,increase,749.0625,0.46263157894736845
1603,decrease,rules,634.0,0.46263157894736845
1604,deep,insane,666.3571428571429,0.4257894736842105
1605,deep,shallow,722.2258064516129,0.4257894736842105
1606,deer,doe,781.5384615384615,0.4878947368421052
1607,deer,slave,587.84375,0.4878947368421052
1608,defend,balloon,611.7,0.46578947368421053
1609,defend,protect,574.6896551724138,0.46578947368421053
1610,defense,offense,694.2142857142857,0.39631578947368423
1611,defense,poem,649.9354838709677,0.39631578947368423
1612,define,dictionary,740.6451612903226,0.458421052631579
1613,define,enough,633.8125,0.458421052631579
1614,definition,meaning,613.969696969697,0.4063157894736842
1615,definition,off,592.4285714285714,0.4063157894736842
1616,defrost,show,645.9354838709677,0.5126315789473684
1617,defrost,thaw,659.12,0.5126315789473684
1618,degrade,embarrass,819.76,0.39842105263157895
1619,degrade,hit,606.2258064516129,0.39842105263157895
1620,degree,cold,639.5806451612904,0.4505263157894737
1621,degree,college,587.40625,0.4505263157894737
1622,delicate,fragile,645.2,0.43473684210526314
1623,delicate,one,617.8709677419355,0.43473684210526314
1624,delicious,glasses,746.0645161290323,0.6321052631578947
1625,delicious,tasty,613.0645161290323,0.6321052631578947
1626,delight,fire,651.9375,0.4605263157894737
1627,delight,happy,540.65625,0.4605263157894737
1628,delinquent,juvenile,719.5333333333333,0.42105263157894735
1629,delinquent,map,660.3333333333334,0.42105263157894735
1630,deliver,package,724.625,0.42947368421052634
1631,deliver,stairs,593.5806451612904,0.42947368421052634
1634,democracy,arm,642.4193548387096,0.4947368421052632
1635,democracy,communism,827.2333333333333,0.4947368421052632
1636,democrat,careful,680.5,0.39263157894736844
1637,democrat,republican,726.2758620689655,0.39263157894736844
1638,demon,devil,594.258064516129,0.48052631578947363
1639,demon,diamond,683.5,0.48052631578947363
1640,denial,ladder,835.516129032258,0.36736842105263157
1641,denial,refuse,739.516129032258,0.36736842105263157
1642,dense,compact,856.4375,0.4568421052631579
1643,dense,table,614.8333333333334,0.4568421052631579
1644,dent,bend,720.3,0.3068421052631579
1645,dent,close,582.21875,0.3068421052631579
1646,deny,refuse,653.03125,0.46473684210526317
1647,deny,storage,638.65625,0.46473684210526317
1648,department,death,661.6774193548387,0.42947368421052634
1649,department,head,624.75,0.42947368421052634
1650,depend,independent,752.15625,0.4431578947368421
1651,depend,strength,644.3870967741935,0.4431578947368421
1652,dependent,independent,760.34375,0.4278947368421052
1653,dependent,ocean,653.6666666666666,0.4278947368421052
1654,deposit,animal,649.59375,0.41736842105263156
1655,deposit,slip,652.2903225806451,0.41736842105263156
1656,depth,grass,741.0625,0.40421052631578946
1657,depth,shallow,632.1612903225806,0.40421052631578946
1658,deputy,assistant,685.6129032258065,0.47210526315789475
1659,deputy,stack,758.3103448275862,0.47210526315789475
1660,descent,below,609.9666666666667,0.43052631578947365
1661,descent,moon,686.0,0.43052631578947365
1662,desert,cactus,805.2068965517242,0.44684210526315793
1663,desert,prisoner,659.6551724137931,0.44684210526315793
1664,designer,boring,760.6129032258065,0.47210526315789475
1665,designer,name,628.1875,0.47210526315789475
1666,desire,join,603.28125,0.5094736842105263
1667,desire,want,579.8387096774194,0.5094736842105263
1668,desk,cat,605.2258064516129,0.45210526315789473
1669,desk,study,570.75,0.45210526315789473
1670,destiny,future,680.448275862069,0.458421052631579
1671,destiny,polish,766.0,0.458421052631579
1672,detach,freedom,694.7,0.3863157894736842
